이름,고유번호,관심사,나이,성별,혜택,교통비,교통횟수,교통총비용,편의점비,편의점횟수,편의점총비용,배달비,배달횟수,배달총비용,카페비,카페횟수,카페총비용,ott비,ott횟수,ott총비용,영화비,영화횟수,영화총비용,쇼핑비,쇼핑횟수,쇼핑총비용,도서비,도서횟수,도서총비용,뷰티비,뷰티횟수,뷰티총비용,야구비,야구횟수,야구총비용,놀이공원/공연비,놀이공원/공연횟수,놀이공원/공연총비용,통신비,통신횟수,통신총비용,card
박정수,a06745,스포츠,8,여,넷플릭스,600,20,12000,31900,11,350900,12700,9,114300,5300,17,90100,3900,1,3900,19600,3,58800,29200,0,0,28300,2,56600,42000,3,126000,19600,0,0,44600,1,44600,23500,1,23500,0
서승민,a06746,여행,14,남,카페,300,48,14400,20600,23,473800,17800,7,124600,15500,2,31000,4400,6,26400,13300,0,0,12700,5,63500,18300,4,73200,41300,0,0,10300,0,0,47700,0,0,55600,1,55600,3
서건우,a06747,영화관람,19,남,배달,400,64,25600,10800,10,108000,29500,4,118000,15100,13,196300,4000,2,8000,23400,1,23400,42300,5,211500,20400,4,81600,33200,3,99600,19300,1,19300,48700,0,0,16400,1,16400,7
이지연,a06748,여행,9,여,배달,400,15,6000,22000,11,242000,26600,7,186200,9900,3,29700,2800,0,0,21500,3,64500,27000,3,81000,21500,5,107500,33300,3,99900,15200,2,30400,31300,2,62600,48200,1,48200,6
김정수,a06749,여행,12,남,야구,600,29,17400,25900,18,466200,20300,10,203000,8900,6,53400,4100,0,0,13400,2,26800,41100,1,41100,26800,3,80400,43800,5,219000,22700,2,45400,30700,0,0,37900,1,37900,0
김현우,a06750,카페,14,남,대중교통,300,47,14100,5600,7,39200,18700,5,93500,12400,12,148800,2600,1,2600,22700,3,68100,36700,2,73400,27000,4,108000,18400,1,18400,10200,1,10200,34100,0,0,48200,1,48200,3
김현정,a06751,도서,13,남,도서,400,25,10000,4100,17,69700,21300,3,63900,14600,3,43800,3800,6,22800,14600,1,14600,40300,0,0,18100,4,72400,49900,4,199600,15000,1,15000,22100,0,0,23700,1,23700,5
장현주,a06752,영화관람,12,남,뷰티,300,58,17400,44000,10,440000,22800,2,45600,10700,17,181900,2500,0,0,20200,2,40400,39700,4,158800,27100,2,54200,48200,4,192800,21700,2,43400,33300,0,0,66900,1,66900,1
이예진,a06753,패션,13,여,편의점,300,64,19200,4300,13,55900,13800,4,55200,16900,3,50700,3800,2,7600,19800,2,39600,17700,2,35400,26300,3,78900,25100,1,25100,22800,0,0,41600,2,83200,56300,1,56300,7
이경수,a06754,뷰티,10,남,쇼핑,400,24,9600,28800,19,547200,29000,2,58000,5400,20,108000,4300,1,4300,24400,0,0,33100,2,66200,20700,1,20700,44900,4,179600,21800,2,43600,25200,1,25200,41700,1,41700,0
권민석,a06755,쇼핑,18,여,쇼핑,400,42,16800,6900,4,27600,28500,8,228000,18800,5,94000,4300,5,21500,14900,0,0,47200,1,47200,26300,2,52600,10600,4,42400,11800,0,0,46800,2,93600,64700,1,64700,4
박수민,a06756,영화관람,14,남,뷰티,300,67,20100,21900,23,503700,28300,5,141500,8300,11,91300,4000,2,8000,24800,0,0,30700,5,153500,22300,2,44600,44700,2,89400,22800,0,0,46500,0,0,30900,1,30900,5
이혜진,a06757,도서,17,여,대중교통,700,10,7000,5700,5,28500,21600,3,64800,9300,17,158100,4900,5,24500,15600,0,0,40700,3,122100,19700,1,19700,26400,2,52800,12700,1,12700,49800,0,0,57300,1,57300,3
문준영,a06758,카페,19,여,영화관람,500,44,22000,23200,27,626400,29000,5,145000,15100,3,45300,4800,6,28800,14400,1,14400,37400,4,149600,28600,1,28600,35000,2,70000,16600,0,0,32100,1,32100,21000,1,21000,0
장서윤,a06759,쇼핑,17,남,통신비,400,47,18800,35400,4,141600,17200,2,34400,19300,13,250900,3500,3,10500,15900,2,31800,18700,3,56100,25700,1,25700,27200,1,27200,11100,2,22200,24800,2,49600,33000,1,33000,2
조지혜,a06760,뷰티,19,남,편의점,300,62,18600,21500,12,258000,25100,5,125500,11700,7,81900,4400,5,22000,20300,3,60900,22700,4,90800,25600,1,25600,21100,4,84400,23200,1,23200,37100,0,0,49100,1,49100,2
박숙자,a06761,영화관람,14,남,쇼핑,600,30,18000,40000,19,760000,29300,6,175800,10100,4,40400,3600,6,21600,19400,0,0,40700,0,0,19200,1,19200,26500,2,53000,24900,2,49800,25600,1,25600,50800,1,50800,3
최상현,a06762,패션,18,남,배달,300,12,3600,21200,5,106000,23400,4,93600,16200,14,226800,3300,5,16500,23600,3,70800,26100,5,130500,20200,2,40400,39400,1,39400,20900,1,20900,43900,0,0,50000,1,50000,0
이미영,a06763,영화관람,17,남,놀이동산,600,67,40200,34700,28,971600,17000,6,102000,4900,20,98000,3800,0,0,16200,2,32400,37600,4,150400,20800,1,20800,12700,2,25400,11400,0,0,30700,2,61400,38900,1,38900,5
이상훈,a06764,여행,18,남,통신비,300,14,4200,39400,3,118200,22900,10,229000,7300,11,80300,4300,3,12900,17800,1,17800,30700,1,30700,18000,0,0,39400,2,78800,22200,0,0,49700,0,0,11900,1,11900,0
김경수,a06765,게임,15,여,쇼핑,400,34,13600,3900,22,85800,15900,2,31800,5000,18,90000,3900,1,3900,14900,0,0,18500,5,92500,23100,1,23100,32100,3,96300,9100,1,9100,34100,0,0,39700,1,39700,6
권우진,a06766,패션,16,여,배달,600,30,18000,46300,23,1064900,13500,6,81000,5400,8,43200,3600,1,3600,13100,2,26200,45700,2,91400,20800,1,20800,29400,4,117600,21800,2,43600,42300,1,42300,38300,1,38300,7
김서영,a06767,쇼핑,14,남,영화관람,300,59,17700,3300,11,36300,21000,3,63000,13100,10,131000,4100,3,12300,24300,2,48600,44700,5,223500,23800,4,95200,24300,2,48600,18400,0,0,23000,0,0,21600,1,21600,5
안성호,a06768,쇼핑,11,남,카페,300,31,9300,28800,5,144000,17600,9,158400,16200,12,194400,2500,2,5000,16300,3,48900,37900,5,189500,23400,0,0,26600,2,53200,10900,1,10900,35800,0,0,14500,1,14500,5
한서준,a06769,패션,14,여,배달,600,24,14400,27600,9,248400,29900,7,209300,14400,5,72000,2700,2,5400,24100,1,24100,14400,2,28800,28300,4,113200,46200,2,92400,18400,1,18400,36600,2,73200,21700,1,21700,0
박승현,a06770,쇼핑,12,남,넷플릭스,600,22,13200,9600,25,240000,24500,4,98000,4600,4,18400,4000,6,24000,23000,2,46000,49200,4,196800,20500,3,61500,49300,2,98600,21600,2,43200,41300,1,41300,14800,1,14800,2
최미정,a06771,게임,18,여,도서,600,22,13200,38400,29,1113600,10300,2,20600,11500,15,172500,2900,1,2900,19700,1,19700,45100,3,135300,21100,1,21100,11000,1,11000,20300,0,0,42300,2,84600,74000,1,74000,3
한영일,a06772,카페,8,남,쇼핑,300,11,3300,39100,10,391000,23800,4,95200,6000,13,78000,4600,6,27600,20700,1,20700,35900,0,0,25800,0,0,49800,4,199200,10200,0,0,30500,0,0,11800,1,11800,5
윤지연,a06773,쇼핑,12,여,편의점,400,37,14800,32700,28,915600,22600,5,113000,18100,14,253400,2700,1,2700,16600,1,16600,39800,5,199000,28100,1,28100,41700,1,41700,23200,0,0,49400,2,98800,14000,1,14000,6
이정수,a06774,도서,11,남,놀이동산,600,66,39600,33000,2,66000,12200,3,36600,9900,2,19800,4000,3,12000,15000,2,30000,25400,3,76200,28400,2,56800,14100,3,42300,14900,0,0,37500,1,37500,70100,1,70100,0
이숙자,a06775,영화관람,15,여,배달,500,7,3500,34200,19,649800,10300,5,51500,7400,5,37000,3700,2,7400,15400,2,30800,21100,0,0,22400,2,44800,28700,0,0,15300,2,30600,22700,1,22700,10300,1,10300,0
최은주,a06776,뷰티,8,여,편의점,300,20,6000,14500,12,174000,23500,3,70500,9700,5,48500,3300,1,3300,20300,2,40600,19900,2,39800,25800,1,25800,23600,5,118000,16900,1,16900,36400,1,36400,50400,1,50400,1
성미영,a06777,여행,13,남,대중교통,600,17,10200,21900,23,503700,29200,7,204400,8800,8,70400,2600,2,5200,24600,1,24600,14500,4,58000,22600,1,22600,29900,1,29900,10100,1,10100,35700,0,0,39900,1,39900,0
전상현,a06778,쇼핑,9,여,통신비,500,54,27000,28800,21,604800,19600,7,137200,19300,6,115800,3000,3,9000,16600,3,49800,22700,2,45400,24000,1,24000,32100,2,64200,8200,1,8200,23000,2,46000,39500,1,39500,4
김성민,a06779,영화관람,18,여,편의점,300,63,18900,37000,27,999000,11500,2,23000,13800,10,138000,4100,4,16400,16500,3,49500,41600,4,166400,21000,5,105000,40900,0,0,20200,2,40400,24400,0,0,71000,1,71000,6
김영미,a06780,쇼핑,19,여,쇼핑,400,34,13600,15900,10,159000,18700,9,168300,19700,15,295500,3200,0,0,21200,1,21200,38500,2,77000,19800,2,39600,15800,1,15800,10800,2,21600,27200,0,0,35900,1,35900,7
윤은경,a06781,쇼핑,9,여,야구,600,49,29400,18200,23,418600,13900,2,27800,11600,18,208800,3300,2,6600,14100,2,28200,22400,4,89600,23100,3,69300,41400,4,165600,23400,0,0,30200,2,60400,37800,1,37800,1
권지아,a06782,여행,16,여,대중교통,400,5,2000,25800,10,258000,19600,3,58800,9400,4,37600,4100,0,0,14500,2,29000,19400,0,0,18000,5,90000,23100,1,23100,9800,0,0,32900,2,65800,24400,1,24400,6
박상현,a06783,쇼핑,18,여,카페,300,18,5400,13900,28,389200,28800,5,144000,7800,5,39000,3700,6,22200,18800,3,56400,41100,0,0,25700,3,77100,14300,2,28600,22100,0,0,33400,0,0,13900,1,13900,4
김은경,a06784,스포츠,16,남,도서,400,41,16400,22700,13,295100,20300,8,162400,16600,11,182600,3200,5,16000,24900,0,0,34800,1,34800,28000,4,112000,43800,2,87600,22200,2,44400,31700,0,0,47200,1,47200,4
김준영,a06785,도서,13,남,배달,400,31,12400,5600,25,140000,14500,3,43500,9800,12,117600,4300,0,0,16500,0,0,48700,1,48700,20800,4,83200,20500,1,20500,10000,0,0,34800,0,0,35800,1,35800,6
주경숙,a06786,영화관람,13,남,쇼핑,400,33,13200,18700,17,317900,13300,10,133000,9600,18,172800,3600,0,0,14500,2,29000,39400,2,78800,26800,2,53600,40700,0,0,19000,0,0,29600,0,0,59700,1,59700,7
안지훈,a06787,패션,9,남,편의점,600,5,3000,10100,18,181800,18000,2,36000,6200,8,49600,4500,2,9000,17200,0,0,40200,2,80400,26800,3,80400,30100,2,60200,19800,0,0,49600,0,0,46100,1,46100,6
최중수,a06788,게임,19,여,쇼핑,600,25,15000,28000,28,784000,27100,9,243900,16400,12,196800,3300,1,3300,24400,0,0,13700,5,68500,25800,3,77400,26400,5,132000,20100,2,40200,38400,0,0,40200,1,40200,5
김성현,a06789,카페,9,여,야구,300,66,19800,4100,10,41000,29000,8,232000,9700,6,58200,3700,1,3700,20100,1,20100,37800,1,37800,23900,3,71700,21600,1,21600,23100,0,0,32000,2,64000,44300,1,44300,3
김준서,a06790,카페,14,여,대중교통,400,53,21200,7100,13,92300,25000,7,175000,8600,7,60200,2800,6,16800,14400,3,43200,33600,5,168000,20500,4,82000,24600,2,49200,10300,2,20600,22400,2,44800,48200,1,48200,6
이영철,a06791,패션,13,여,야구,400,42,16800,25500,28,714000,22900,7,160300,17400,13,226200,3300,6,19800,23200,2,46400,40600,1,40600,22000,1,22000,44800,4,179200,16900,1,16900,23500,0,0,26000,1,26000,4
하정훈,a06792,여행,14,여,카페,500,6,3000,21200,26,551200,27600,5,138000,12600,16,201600,4500,4,18000,21600,3,64800,38600,5,193000,22600,0,0,44100,4,176400,8400,2,16800,34300,1,34300,35800,1,35800,2
김진우,a06793,게임,16,남,도서,300,50,15000,28500,10,285000,18200,7,127400,9400,15,141000,2900,6,17400,13700,3,41100,36900,2,73800,28100,1,28100,23800,3,71400,13200,0,0,30900,0,0,52400,1,52400,2
이병철,a06794,쇼핑,11,남,편의점,600,63,37800,21400,30,642000,13300,2,26600,19900,6,119400,4700,1,4700,16800,3,50400,34800,2,69600,26200,2,52400,45200,3,135600,17900,0,0,23600,2,47200,59500,1,59500,2
김승현,a06795,여행,9,여,통신비,500,60,30000,4000,12,48000,26400,7,184800,7800,15,117000,3100,5,15500,18700,2,37400,49200,5,246000,23500,1,23500,39400,2,78800,20300,1,20300,47800,0,0,31500,1,31500,1
권영일,a06796,스포츠,12,여,넷플릭스,600,29,17400,39800,8,318400,21200,10,212000,10400,13,135200,4400,4,17600,17700,0,0,45200,0,0,29300,0,0,28100,5,140500,20400,2,40800,37200,0,0,46700,1,46700,3
윤명자,a06797,여행,10,여,편의점,400,70,28000,4900,29,142100,25500,8,204000,12300,5,61500,2500,4,10000,21600,2,43200,48800,4,195200,26800,1,26800,12700,1,12700,14700,2,29400,41200,1,41200,58500,1,58500,4
이영일,a06798,도서,18,여,통신비,400,66,26400,35600,3,106800,11300,9,101700,11600,7,81200,4300,1,4300,20800,1,20800,27700,1,27700,27900,2,55800,38500,0,0,21700,0,0,38200,2,76400,71700,1,71700,2
김윤서,a06799,패션,18,여,통신비,500,64,32000,30400,17,516800,20800,9,187200,19900,20,398000,4200,6,25200,13800,0,0,31600,5,158000,19200,5,96000,30900,4,123600,14300,2,28600,24600,0,0,32600,1,32600,5
김민수,a06800,스포츠,12,여,도서,300,15,4500,34600,8,276800,18700,8,149600,11700,6,70200,2500,3,7500,23700,3,71100,34700,5,173500,28500,0,0,32100,2,64200,18400,2,36800,49700,0,0,19800,1,19800,5
박지후,a06801,스포츠,17,남,통신비,600,52,31200,28700,21,602700,18300,7,128100,9300,11,102300,2800,3,8400,13400,2,26800,47100,2,94200,19900,2,39800,28500,2,57000,19400,1,19400,26500,0,0,27900,1,27900,3
강정희,a06802,영화관람,10,여,대중교통,600,42,25200,17400,21,365400,20700,3,62100,7200,9,64800,4800,2,9600,13600,0,0,39700,1,39700,23600,1,23600,15400,4,61600,10800,0,0,23600,1,23600,58100,1,58100,2
박지현,a06803,뷰티,17,남,배달,600,16,9600,30000,7,210000,13200,4,52800,10600,10,106000,3900,3,11700,23300,2,46600,34400,3,103200,22400,4,89600,13600,3,40800,9900,0,0,48200,0,0,15600,1,15600,0
이상훈,a06804,도서,11,여,쇼핑,500,64,32000,22300,28,624400,24700,2,49400,10000,5,50000,2800,3,8400,17800,1,17800,36500,3,109500,23700,4,94800,34100,1,34100,20900,1,20900,34500,2,69000,50600,1,50600,1
서준서,a06805,도서,9,여,카페,400,50,20000,3100,24,74400,10700,2,21400,13600,14,190400,4600,2,9200,16100,0,0,30900,5,154500,25100,0,0,12500,5,62500,11500,0,0,23200,1,23200,55300,1,55300,3
김윤서,a06806,여행,13,여,넷플릭스,700,45,31500,49000,30,1470000,19800,3,59400,6800,13,88400,2800,2,5600,18000,1,18000,13400,4,53600,19500,4,78000,29100,2,58200,18700,2,37400,48200,1,48200,43800,1,43800,4
강성민,a06807,스포츠,18,여,편의점,500,55,27500,35000,4,140000,22600,2,45200,19200,13,249600,2600,2,5200,14000,3,42000,44300,2,88600,27300,0,0,34100,1,34100,23000,2,46000,37700,2,75400,62000,1,62000,5
배서준,a06808,게임,14,남,카페,600,47,28200,11600,20,232000,23000,10,230000,16400,19,311600,3700,6,22200,13100,2,26200,10600,5,53000,26700,0,0,32700,4,130800,23600,0,0,29500,2,59000,37800,1,37800,3
장민서,a06809,게임,17,여,놀이동산,300,9,2700,35200,17,598400,21700,7,151900,18500,10,185000,3500,1,3500,18800,1,18800,10600,0,0,29900,0,0,39700,5,198500,10600,1,10600,24400,2,48800,13500,1,13500,1
김옥순,a06810,도서,8,남,배달,500,62,31000,13000,5,65000,27600,7,193200,11300,9,101700,2900,3,8700,20900,1,20900,21500,1,21500,27100,5,135500,32900,4,131600,17100,0,0,41900,1,41900,61000,1,61000,1
김숙자,a06811,쇼핑,11,여,카페,500,17,8500,11600,4,46400,18000,2,36000,7500,16,120000,3800,5,19000,15300,1,15300,18000,5,90000,19900,5,99500,27500,5,137500,10300,0,0,26300,0,0,27900,1,27900,3
조동현,a06812,도서,13,여,영화관람,500,52,26000,47300,10,473000,24200,6,145200,18600,6,111600,4100,5,20500,24000,3,72000,12100,1,12100,19100,3,57300,37600,5,188000,16400,0,0,27200,1,27200,48400,1,48400,6
김민재,a06813,도서,9,여,편의점,600,32,19200,6700,22,147400,20400,3,61200,11700,6,70200,3900,2,7800,15100,3,45300,19500,3,58500,20500,5,102500,28100,1,28100,22300,2,44600,36000,1,36000,32600,1,32600,7
박지혜,a06814,게임,10,남,쇼핑,300,58,17400,29300,13,380900,11700,6,70200,14200,13,184600,3400,4,13600,23600,1,23600,40200,5,201000,24400,2,48800,25100,1,25100,8500,0,0,46400,0,0,49800,1,49800,0
김예지,a06815,게임,13,남,배달,600,66,39600,30400,12,364800,10600,4,42400,15200,18,273600,3900,4,15600,22300,3,66900,45900,2,91800,26500,3,79500,11100,3,33300,9800,0,0,35300,0,0,26200,1,26200,4
최민준,a06816,스포츠,11,여,쇼핑,600,27,16200,44200,27,1193400,19300,6,115800,5400,4,21600,4900,5,24500,23400,3,70200,40300,2,80600,19500,5,97500,37000,5,185000,18500,0,0,29100,0,0,26700,1,26700,0
남지아,a06817,카페,15,남,배달,300,27,8100,20200,23,464600,13900,9,125100,18700,6,112200,4800,3,14400,19400,2,38800,49800,5,249000,28700,3,86100,31700,1,31700,8800,2,17600,45900,1,45900,45200,1,45200,3
김경숙,a06818,도서,19,여,도서,400,31,12400,46200,23,1062600,10000,9,90000,11400,4,45600,2900,6,17400,17600,1,17600,20000,1,20000,24100,4,96400,34600,5,173000,11800,0,0,24000,1,24000,58700,1,58700,2
장현우,a06819,쇼핑,8,남,영화관람,600,29,17400,5500,11,60500,19600,9,176400,17900,17,304300,2600,1,2600,24900,1,24900,20100,4,80400,29800,4,119200,23900,5,119500,9100,0,0,38600,0,0,24700,1,24700,7
이영일,a06820,영화관람,16,남,넷플릭스,300,21,6300,27700,10,277000,23500,6,141000,13000,16,208000,3500,0,0,17500,2,35000,27800,0,0,20500,3,61500,23800,1,23800,19400,0,0,33800,2,67600,67900,1,67900,6
배영수,a06821,도서,14,남,편의점,300,6,1800,3800,16,60800,16400,5,82000,17000,12,204000,2600,2,5200,24100,3,72300,36600,5,183000,25200,1,25200,30900,2,61800,16500,1,16500,40100,2,80200,25100,1,25100,4
김경희,a06822,도서,10,남,뷰티,500,15,7500,47000,30,1410000,17900,2,35800,13400,15,201000,2900,5,14500,13600,2,27200,43100,0,0,19400,2,38800,10800,3,32400,21800,1,21800,31700,2,63400,54600,1,54600,3
박성수,a06823,게임,11,여,야구,500,35,17500,14800,7,103600,25500,10,255000,12900,12,154800,4400,3,13200,16400,3,49200,39800,2,79600,28900,3,86700,39100,2,78200,14800,0,0,32200,0,0,38000,1,38000,6
김아름,a06824,여행,8,여,놀이동산,700,49,34300,12200,18,219600,13200,2,26400,17300,14,242200,4100,3,12300,16200,1,16200,10700,3,32100,20000,0,0,30400,4,121600,10200,1,10200,26700,2,53400,34200,1,34200,6
문도현,a06825,쇼핑,11,여,배달,400,68,27200,17200,8,137600,16500,10,165000,18900,4,75600,4100,5,20500,21300,2,42600,14900,2,29800,26900,1,26900,22900,0,0,23500,1,23500,29700,2,59400,62400,1,62400,6
곽병철,a06826,여행,19,여,영화관람,600,37,22200,2400,12,28800,12800,3,38400,18900,16,302400,3700,4,14800,14400,0,0,25700,1,25700,18300,2,36600,29300,4,117200,14300,1,14300,38800,2,77600,67200,1,67200,4
류주원,a06827,스포츠,17,여,도서,600,10,6000,45000,8,360000,16500,4,66000,18100,13,235300,4900,4,19600,15400,0,0,13800,4,55200,21500,4,86000,21700,2,43400,10900,0,0,34400,0,0,14300,1,14300,3
장영수,a06828,게임,19,남,편의점,400,11,4400,32400,16,518400,20600,2,41200,7700,19,146300,3300,1,3300,15100,0,0,43800,1,43800,20000,2,40000,15100,5,75500,18000,2,36000,40000,0,0,17700,1,17700,5
최상호,a06829,도서,15,여,카페,400,17,6800,16200,27,437400,24500,10,245000,5300,5,26500,2600,3,7800,14200,2,28400,35500,0,0,19700,1,19700,38700,5,193500,20000,1,20000,20300,1,20300,47800,1,47800,2
심성호,a06830,여행,9,남,쇼핑,500,28,14000,11500,12,138000,16400,7,114800,17200,17,292400,3400,0,0,19700,1,19700,15000,4,60000,29400,5,147000,33500,2,67000,12600,2,25200,24100,0,0,50200,1,50200,5
최정수,a06831,카페,12,여,도서,400,17,6800,3600,9,32400,28900,2,57800,17200,8,137600,3900,6,23400,21500,3,64500,46300,1,46300,28600,3,85800,13000,5,65000,12400,0,0,49800,1,49800,49000,1,49000,3
박성호,a06832,영화관람,13,남,통신비,600,16,9600,41900,11,460900,12200,5,61000,16800,19,319200,4000,0,0,14100,0,0,12200,5,61000,24800,2,49600,38200,5,191000,18100,2,36200,28500,2,57000,51600,1,51600,1
서준영,a06833,뷰티,19,여,뷰티,300,25,7500,5700,21,119700,20400,3,61200,14500,20,290000,3900,5,19500,16700,2,33400,29400,1,29400,23500,0,0,24200,2,48400,15700,1,15700,45100,2,90200,52600,1,52600,5
이동현,a06834,도서,16,여,야구,400,55,22000,36600,30,1098000,15700,9,141300,18300,18,329400,4800,3,14400,20300,1,20300,38300,1,38300,20300,5,101500,46500,4,186000,17800,2,35600,20900,0,0,44400,1,44400,1
김영철,a06835,영화관람,8,남,넷플릭스,600,26,15600,46900,23,1078700,26300,6,157800,12700,8,101600,3300,1,3300,24700,1,24700,40800,1,40800,23000,5,115000,20500,2,41000,17700,2,35400,42700,2,85400,19400,1,19400,6
김준혁,a06836,뷰티,16,여,영화관람,300,7,2100,25000,21,525000,24100,8,192800,9600,9,86400,4400,3,13200,13300,0,0,47100,0,0,23700,3,71100,37900,5,189500,21600,0,0,21500,0,0,37400,1,37400,3
황현준,a06837,패션,12,남,뷰티,300,28,8400,43800,30,1314000,22200,6,133200,7200,9,64800,3200,5,16000,20900,1,20900,38100,1,38100,20000,2,40000,48900,3,146700,9700,0,0,27200,0,0,28100,1,28100,7
이준혁,a06838,쇼핑,16,여,편의점,300,22,6600,2500,13,32500,14800,9,133200,17300,14,242200,4800,4,19200,17400,3,52200,26400,0,0,20500,2,41000,42200,4,168800,18500,2,37000,23400,0,0,14500,1,14500,1
오정웅,a06839,뷰티,17,남,카페,400,36,14400,30800,12,369600,15600,9,140400,15700,5,78500,4300,2,8600,17300,1,17300,15600,3,46800,20900,3,62700,46200,5,231000,21200,1,21200,24200,0,0,56700,1,56700,4
김수민,a06840,게임,19,남,대중교통,300,31,9300,14200,15,213000,12300,7,86100,5800,16,92800,4000,3,12000,18000,1,18000,48200,4,192800,21900,4,87600,49200,5,246000,10900,0,0,38300,2,76600,43400,1,43400,4
김미정,a06841,여행,12,남,도서,400,41,16400,25400,9,228600,23300,3,69900,7600,13,98800,4000,6,24000,15100,1,15100,44600,1,44600,24000,0,0,12100,1,12100,16000,2,32000,45000,2,90000,39100,1,39100,4
박정식,a06842,도서,13,남,넷플릭스,300,5,1500,30500,30,915000,18700,10,187000,15900,12,190800,3000,1,3000,24000,2,48000,24500,3,73500,29600,3,88800,23400,2,46800,9300,1,9300,44800,1,44800,71500,1,71500,7
전현준,a06843,게임,11,남,도서,600,5,3000,39700,4,158800,19700,10,197000,13700,6,82200,2500,4,10000,24600,2,49200,36400,3,109200,29200,2,58400,40200,1,40200,11800,0,0,33800,0,0,32600,1,32600,2
김병철,a06844,스포츠,15,남,놀이동산,600,15,9000,41400,13,538200,22200,9,199800,11500,16,184000,2500,2,5000,23400,2,46800,18000,1,18000,23400,1,23400,49300,2,98600,18100,0,0,47400,2,94800,28100,1,28100,6
김서영,a06845,영화관람,14,남,배달,300,42,12600,9900,16,158400,12300,2,24600,16800,11,184800,4500,0,0,16700,2,33400,15100,5,75500,19700,1,19700,11600,5,58000,14600,0,0,25900,0,0,26200,1,26200,2
우종수,a06846,여행,18,남,도서,400,61,24400,43700,16,699200,28500,2,57000,13600,12,163200,3200,6,19200,22100,2,44200,36000,2,72000,29600,3,88800,28100,4,112400,13700,0,0,39500,1,39500,38300,1,38300,3
김은정,a06847,스포츠,12,여,놀이동산,300,48,14400,49000,26,1274000,15200,9,136800,13200,20,264000,3200,2,6400,17900,3,53700,27100,3,81300,21900,2,43800,44000,4,176000,21900,1,21900,48600,1,48600,35300,1,35300,7
김현숙,a06848,영화관람,11,여,편의점,500,11,5500,47100,14,659400,24700,5,123500,11800,3,35400,4500,4,18000,23100,1,23100,35000,1,35000,23200,5,116000,44900,2,89800,21900,0,0,48600,0,0,45500,1,45500,3
최은영,a06849,게임,15,남,야구,300,19,5700,4400,5,22000,17700,5,88500,19600,16,313600,3500,3,10500,17800,2,35600,24600,3,73800,28000,5,140000,19000,1,19000,23000,1,23000,32300,2,64600,22500,1,22500,5
안미경,a06850,영화관람,9,남,야구,300,66,19800,45600,29,1322400,24400,6,146400,18100,13,235300,2500,3,7500,24900,3,74700,49200,0,0,22100,0,0,31100,2,62200,19700,2,39400,47800,1,47800,35600,1,35600,7
이서현,a06851,스포츠,13,남,야구,400,58,23200,47300,29,1371700,17700,7,123900,17200,5,86000,3000,4,12000,22000,3,66000,35200,4,140800,27600,1,27600,49300,4,197200,14000,0,0,31700,2,63400,14900,1,14900,4
한준혁,a06852,여행,11,남,놀이동산,400,61,24400,7300,3,21900,24100,6,144600,7500,4,30000,4100,6,24600,21000,2,42000,30000,4,120000,23300,2,46600,20900,4,83600,16900,1,16900,35800,1,35800,48800,1,48800,1
양예지,a06853,도서,16,남,영화관람,600,66,39600,16000,10,160000,15200,6,91200,9200,17,156400,4200,4,16800,18200,3,54600,44800,1,44800,22900,1,22900,22400,4,89600,9500,0,0,46700,0,0,34000,1,34000,0
김현숙,a06854,영화관람,15,남,영화관람,500,57,28500,31000,15,465000,15100,7,105700,10200,20,204000,3000,0,0,24300,0,0,19600,2,39200,23900,3,71700,28400,0,0,24300,2,48600,47700,0,0,33600,1,33600,7
이정호,a06855,카페,13,여,쇼핑,600,43,25800,47400,17,805800,23000,9,207000,9400,5,47000,4700,3,14100,13200,3,39600,12400,2,24800,21100,0,0,34400,1,34400,13500,2,27000,27300,0,0,19200,1,19200,1
주성현,a06856,스포츠,12,여,통신비,500,50,25000,19700,17,334900,18800,6,112800,12900,13,167700,4100,3,12300,15000,3,45000,41300,5,206500,28900,1,28900,10800,2,21600,22800,0,0,30200,0,0,61000,1,61000,4
오민석,a06857,도서,10,여,영화관람,500,5,2500,49600,2,99200,15500,10,155000,10900,11,119900,2500,3,7500,19500,1,19500,32700,2,65400,20000,2,40000,46200,1,46200,17600,1,17600,26300,1,26300,55700,1,55700,1
장수민,a06858,쇼핑,12,남,넷플릭스,500,32,16000,17000,28,476000,20300,9,182700,15100,20,302000,3800,3,11400,17000,1,17000,41400,3,124200,22700,0,0,16300,1,16300,16500,2,33000,22900,0,0,53600,1,53600,0
강미숙,a06859,뷰티,14,남,야구,500,41,20500,41900,10,419000,18400,9,165600,8200,10,82000,3200,5,16000,18500,0,0,22300,1,22300,22900,0,0,43500,5,217500,15100,1,15100,25100,0,0,69700,1,69700,4
박시우,a06860,영화관람,8,여,넷플릭스,600,17,10200,10900,21,228900,16100,2,32200,14900,3,44700,3000,5,15000,19200,1,19200,15800,1,15800,19000,3,57000,14000,2,28000,23600,0,0,33900,0,0,43200,1,43200,5
장진우,a06861,카페,12,여,넷플릭스,600,44,26400,20600,14,288400,29100,8,232800,19700,16,315200,2800,2,5600,14200,2,28400,42500,5,212500,18900,5,94500,22600,5,113000,20600,2,41200,22000,0,0,65800,1,65800,0
이영환,a06862,스포츠,18,남,영화관람,300,28,8400,14400,16,230400,22700,2,45400,9600,5,48000,4300,5,21500,16400,1,16400,48400,1,48400,28500,5,142500,16000,1,16000,21100,0,0,27000,1,27000,13200,1,13200,3
